Query 199: [-101.266, 43.0318, -95.8497, 43.9679]	Intersections (42) : 	[6252, 5064, 5588, 8561, 7432, 3717, 6737, 329, 4016, 7137, 8468, 4882, 4641, 4512, 1672, 4227, 2882, 7560, 9815, 7621, 3716, 4057, 2736, 5958, 5279, 8109, 7781, 8575, 679, 4107, 9828, 1516, 1804, 872, 8255, 2487, 6775, 7142, 1027, 2862, 7171, 7965]
Query 200: [-86.4611, 42.8512, -81.069, 43.7915]	Intersections (71) : 	[2472, 5702, 9868, 5697, 7510, 9360, 8325, 8673, 5604, 3007, 105, 2170, 2438, 4284, 2067, 211, 4856, 4402, 490, 1594, 4421, 2148, 4545, 7685, 9227, 2661, 4504, 3217, 5748, 7369, 2835, 7695, 9801, 627, 9529, 3612, 3610, 7024, 2413, 1279, 497, 2896, 7060, 7165, 6168, 7460, 3127, 9376, 58, 4482, 816, 8745, 5163, 6233, 324, 387, 3103, 2996, 9791, 1442, 264, 4375, 5662, 8886, 6926, 2727, 8436, 1839, 5177, 4260, 5123]
Query 201: [-83.0357, 41.3456, -79.018, 42.6075]	Intersections (67) : 	[2887, 394, 5956, 9171, 8926, 4542, 7566, 1210, 3818, 8614, 1301, 2265, 7034, 9219, 1214, 2329, 3567, 9155, 5393, 5418, 5751, 9270, 70, 9100, 6246, 5746, 1697, 9387, 6654, 3318, 5625, 8156, 9509, 5382, 1699, 4784, 9750, 7376, 5664, 8601, 9385, 4357, 6895, 2808, 9533, 6018, 3377, 950, 285, 3038, 2072, 5536, 9433, 1590, 7780, 2111, 4110, 6877, 7058, 7149, 9314, 6192, 3982, 1720, 144, 8606, 1151]
Query 202: [-96.6855, 42.4213, -86.2808, 42.9086]	Intersections (107) : 	[365, 7114, 501, 5988, 2476, 590, 5620, 6836, 561, 4243, 2549, 1071, 1063, 1471, 1893, 5682, 6879, 8602, 5103, 5249, 4966, 3745, 1457, 6716, 7321, 3930, 993, 7068, 5798, 313, 5331, 4963, 7179, 3965, 6372, 5336, 5431, 7269, 3956, 1053, 2336, 611, 5986, 3873, 3403, 5224, 500, 3472, 3272, 6445, 2617, 7128, 5216, 3206, 2953, 1719, 5221, 9363, 1567, 1012, 2079, 5915, 421, 9372, 3331, 9170, 2997, 750, 1102, 8075, 8479, 8108, 6039, 4736, 3994, 2361, 3191, 568, 8201, 7709, 8802, 4444, 7859, 615, 4209, 6033, 2290, 8032, 5635, 2995, 6364, 7713, 437, 3165, 7675, 3720, 1685, 982, 8530, 5821, 183, 3489, 357, 8450, 4794, 5631, 6874]
Query 203: [-116.114, 41.9193, -108.038, 42.5471]	Intersections (10) : 	[4311, 7263, 7679, 614, 7314, 8935, 1090, 1040, 1561, 5433]
Query 204: [-87.4535, 44.0254, -82.5787, 45.0654]	Intersections (43) : 	[2879, 6478, 9000, 5152, 9732, 3034, 2769, 539, 476, 7796, 5611, 884, 3129, 8299, 3968, 6184, 4289, 5246, 4746, 5133, 2432, 9304, 4664, 7776, 3820, 9486, 1646, 7742, 9331, 6748, 6438, 7485, 1526, 6599, 3815, 7868, 7789, 4191, 6983, 7545, 5695, 4294, 8132]
Query 205: [-95.698, 34.1838, -91.1697, 35.3034]	Intersections (85) : 	[9669, 4600, 90, 4102, 9346, 5209, 9316, 8034, 4144, 8954, 9759, 8107, 8867, 1003, 8537, 1806, 4755, 4279, 1401, 7492, 2585, 5504, 3611, 4059, 5291, 9258, 5873, 9574, 7729, 160, 5168, 5778, 2128, 8046, 6709, 9348, 7872, 3572, 748, 9753, 2441, 9299, 3747, 7334, 5728, 20, 7255, 7083, 8903, 7715, 7904, 9466, 6767, 2757, 1995, 23, 6440, 1411, 7014, 6247, 9371, 3901, 196, 8089, 390, 71, 5775, 3887, 9136, 4525, 9454, 3327, 7022, 9477, 1597, 576, 3170, 2484, 4627, 8707, 1325, 8437, 9357, 3806, 3697]
Query 206: [-104.801, 43.3711, -99.8356, 44.3921]	Intersections (16) : 	[5097, 6219, 731, 8561, 6322, 4641, 1334, 9365, 5989, 7342, 1027, 8435, 2203, 1218, 2880, 902]
Query 207: [-97.5643, 35.4253, -92.9707, 36.5289]	Intersections (89) : 	[3797, 7915, 567, 9838, 635, 1380, 6412, 2514, 7610, 675, 9157, 352, 5033, 5041, 5098, 754, 3854, 9002, 2015, 6990, 4189, 1404, 7021, 1137, 5045, 2574, 9779, 4971, 1509, 7391, 4730, 2248, 2490, 9644, 7336, 9604, 2300, 511, 2605, 7240, 4828, 3502, 4547, 1426, 2367, 4310, 6890, 6319, 2648, 5914, 5600, 3308, 22, 3390, 6454, 517, 8397, 4141, 2578, 1651, 4187, 5099, 7731, 3135, 6402, 6221, 2782, 9294, 7825, 2874, 7272, 6382, 6551, 2390, 4648, 7644, 8880, 2281, 5738, 7056, 4203, 768, 4278, 5247, 9517, 1436, 6680, 3936, 3794]
Query 208: [-114.989, 33.473, -110.46, 34.5924]	Intersections (32) : 	[1413, 7983, 4248, 2343, 9804, 2157, 6762, 424, 6807, 6817, 3718, 7670, 9347, 372, 6810, 3670, 9542, 997, 7176, 9391, 9657, 7565, 1774, 3355, 461, 7246, 9869, 8957, 7013, 2852, 8133, 5957]
Query 209: [-101.523, 39.3586, -91.1939, 39.8495]	Intersections (76) : 	[2393, 713, 9902, 6772, 1768, 5584, 3666, 8211, 3631, 6282, 5272, 9690, 1150, 6780, 2324, 7412, 8484, 7885, 2873, 5910, 3346, 718, 9988, 9046, 3733, 279, 1524, 837, 8004, 7333, 138, 5459, 2994, 9823, 7389, 8316, 7805, 9229, 9144, 5913, 9259, 7363, 2103, 8882, 6657, 8139, 4785, 7035, 7966, 3236, 1710, 7652, 7754, 7849, 760, 3246, 1997, 559, 684, 9853, 8755, 9699, 1270, 288, 948, 8112, 6814, 1919, 8924, 7936, 9134, 769, 2076, 9787, 6084, 4150]
Query 210: [-116.466, 38.1187, -109.473, 38.8437]	Intersections (23) : 	[4974, 7921, 877, 6285, 9310, 7594, 7070, 2822, 4997, 2064, 1739, 8486, 4376, 9978, 6993, 9761, 4233, 3235, 5831, 8179, 8666, 6456, 2495]
Query 211: [-114.511, 37.6882, -108.963, 38.6021]	Intersections (22) : 	[4974, 7921, 7806, 9310, 7594, 7070, 2822, 4997, 2064, 1739, 8486, 4376, 9978, 6993, 9761, 4233, 3235, 5831, 8179, 8666, 6456, 2495]
Query 212: [-84.6935, 34.165, -80.2865, 35.3154]	Intersections (84) : 	[8843, 4620, 7843, 6047, 5845, 5759, 1636, 7396, 8229, 7187, 3859, 6700, 4216, 4132, 6606, 1862, 6846, 853, 4154, 7015, 7486, 8284, 9839, 8072, 7357, 9251, 1922, 2850, 711, 3157, 2133, 8546, 7580, 5503, 7556, 1199, 1946, 5717, 8193, 6711, 4592, 2180, 4775, 2960, 1833, 5408, 594, 642, 1263, 6237, 6719, 68, 8995, 8210, 6186, 9232, 4252, 1175, 9597, 1207, 6414, 123, 1975, 8572, 2629, 8550, 2334, 8762, 3557, 5649, 8760, 7046, 4040, 7629, 133, 3602, 8467, 8153, 3239, 976, 6735, 8080, 4096, 3946]
Query 213: [-105.394, 34.6219, -82.957, 34.8478]	Intersections (77) : 	[5405, 8229, 4459, 4295, 6554, 6859, 7015, 5766, 9346, 8668, 9256, 9251, 9196, 1863, 1806, 8701, 4032, 2597, 7150, 1348, 9544, 8546, 7492, 3725, 1328, 3569, 2214, 1199, 9202, 2831, 1946, 9089, 2161, 2299, 5154, 8729, 4592, 4936, 8672, 4168, 3742, 1336, 9023, 3743, 9783, 540, 9361, 8461, 2854, 1242, 3328, 3413, 8210, 6767, 5559, 23, 5767, 9597, 1411, 4537, 2596, 7014, 9371, 4135, 9694, 3911, 1204, 7022, 1036, 4627, 7159, 8437, 8588, 755, 8579, 2929, 8394]
Query 214: [-115.059, 45.1885, -108.047, 45.9115]	Intersections (8) : 	[4635, 2858, 5687, 3420, 4396, 2078, 7655, 9530]
Query 215: [-106.56, 40.4455, -100.294, 41.2547]	Intersections (14) : 	[795, 4033, 7087, 9995, 7306, 6997, 4029, 6292, 2016, 2250, 9126, 5021, 4798, 6446]
Query 216: [-94.7229, 44.9233, -87.4532, 45.6207]	Intersections (103) : 	[3381, 4647, 5787, 9418, 4659, 488, 3120, 6666, 5553, 5412, 7331, 238, 8608, 7130, 9555, 2042, 8846, 5790, 9127, 9740, 3012, 4388, 6745, 2479, 8257, 8596, 7064, 1983, 4904, 5737, 8816, 6267, 8569, 3547, 6671, 5699, 9742, 9269, 6576, 2092, 6567, 2810, 654, 5718, 9645, 9489, 5673, 6421, 6349, 9024, 6275, 6007, 7970, 8424, 7283, 1107, 5967, 1938, 9476, 2236, 3099, 4343, 2229, 7010, 3574, 8287, 9949, 5306, 3150, 8549, 7072, 2978, 3735, 7706, 1936, 8522, 96, 4330, 7422, 9527, 4087, 5884, 346, 8268, 4845, 253, 1345, 2025, 1148, 2766, 5689, 8420, 4212, 2837, 7146, 7048, 1259, 4514, 6512, 8636, 7577, 5441, 892]
Query 217: [-84.6209, 39.4917, -78.6175, 40.3363]	Intersections (97) : 	[5679, 9583, 7082, 7169, 7822, 3380, 2773, 3980, 6505, 8301, 7354, 3957, 4940, 80, 7506, 604, 8817, 8202, 3622, 9737, 5225, 9599, 4433, 6590, 9145, 3979, 5816, 2937, 1577, 9450, 818, 831, 8680, 7085, 4332, 4453, 4037, 4875, 8127, 5034, 9981, 450, 4779, 7756, 3379, 8497, 8040, 326, 8212, 8310, 5977, 5657, 8216, 8190, 7511, 7612, 8374, 9719, 564, 4467, 8973, 7888, 9216, 801, 4492, 8609, 7294, 7227, 5278, 3950, 2237, 9497, 964, 9444, 1989, 280, 3147, 7256, 4450, 6484, 5035, 8832, 2786, 7991, 6558, 9327, 2088, 5709, 7360, 6361, 5334, 3252, 3834, 9105, 939, 7234, 7818]
Query 218: [-109.652, 40.3416, -101.302, 40.9488]	Intersections (18) : 	[4033, 8976, 4178, 7306, 2870, 7539, 6331, 4029, 6292, 6017, 2016, 2250, 9126, 5021, 3255, 6446, 9734, 4559]
Query 219: [-114.107, 34.6463, -104.872, 35.1953]	Intersections (21) : 	[72, 1864, 361, 4208, 3773, 8380, 2548, 8041, 2579, 6540, 676, 4336, 7042, 186, 873, 9889, 6209, 5509, 3721, 8389, 8375]
Query 220: [-90.0846, 34.7772, -85.3201, 35.8414]	Intersections (121) : 	[7443, 2450, 6167, 547, 2019, 1092, 4459, 6306, 1518, 396, 4890, 5766, 2001, 2575, 860, 6345, 606, 4400, 9066, 8922, 9137, 1489, 8754, 8431, 8391, 2147, 7223, 6160, 4013, 1326, 3514, 2412, 9306, 2861, 5489, 9040, 8338, 722, 3404, 8629, 9260, 7150, 9563, 7586, 6064, 9544, 4483, 3771, 3569, 1765, 8927, 4564, 2175, 6612, 8793, 664, 7711, 2780, 8260, 8861, 2161, 2470, 3373, 5154, 4052, 3578, 2498, 1900, 6477, 1028, 3351, 4302, 432, 8043, 1286, 1212, 5289, 3742, 9023, 3743, 9783, 2137, 6521, 4594, 9361, 1663, 7620, 3016, 2386, 1001, 724, 3814, 3328, 6296, 7190, 9415, 1744, 8264, 1235, 119, 789, 367, 6968, 3083, 8142, 1095, 810, 8070, 9197, 4389, 7086, 4863, 7445, 3469, 8588, 8171, 2231, 1820, 2062, 2897, 178]
Query 221: [-107.874, 35.7569, -100.121, 36.4108]	Intersections (15) : 	[8803, 7117, 5475, 2335, 1453, 9683, 1695, 9661, 3966, 5350, 5144, 1497, 4769, 637, 6878]
Query 222: [-99.2868, 34.8536, -95.0938, 36.0627]	Intersections (81) : 	[7459, 9669, 8749, 534, 4102, 9838, 1126, 7630, 1380, 99, 8700, 3447, 754, 7397, 3287, 1404, 5675, 1582, 5476, 8362, 9532, 8740, 6641, 2490, 9604, 9574, 3997, 2300, 2627, 7240, 4828, 3502, 781, 2135, 1722, 2046, 7181, 2367, 1656, 701, 474, 8702, 517, 1763, 7031, 4141, 5683, 6297, 5610, 7334, 8094, 1541, 467, 9294, 9388, 8324, 9466, 9062, 8240, 8089, 3969, 7844, 2310, 2390, 7721, 8523, 2843, 4648, 4595, 9396, 5738, 768, 7555, 6720, 4404, 9357, 3531, 6680, 3648, 5288, 3794]
Query 223: [-100.463, 43.1763, -96.0095, 44.3147]	Intersections (33) : 	[5064, 8561, 7432, 6737, 329, 4016, 8468, 9398, 4882, 6865, 4512, 2882, 7560, 9815, 7621, 2736, 5279, 8109, 7781, 8575, 679, 4107, 8100, 9828, 1516, 7795, 1804, 872, 4830, 8562, 2487, 7142, 2862]
Query 224: [-111.22, 43.9865, -106.344, 45.0264]	Intersections (8) : 	[6370, 9116, 2218, 1387, 5906, 4257, 8393, 9530]
Query 225: [-90.2953, 35.8394, -85.4469, 36.8851]	Intersections (108) : 	[445, 2189, 3483, 7943, 3892, 9016, 5801, 5860, 3098, 6583, 5806, 2501, 7851, 1154, 9539, 7274, 3767, 2940, 4463, 3078, 1773, 3842, 4034, 7835, 3405, 243, 4827, 8823, 4673, 3922, 9182, 6513, 936, 7398, 678, 9494, 4564, 3261, 6020, 57, 1290, 6185, 3906, 5732, 5982, 4305, 9944, 870, 2508, 1195, 9575, 9176, 41, 3841, 8830, 4823, 9483, 176, 1712, 7280, 9864, 5846, 7257, 4238, 1274, 9684, 3860, 6069, 783, 167, 2360, 8516, 171, 8871, 4989, 5634, 4263, 5731, 6127, 8711, 7676, 7055, 4272, 3973, 4973, 6718, 5814, 9624, 2917, 4618, 1896, 9780, 6304, 9245, 438, 4613, 8738, 762, 9891, 4582, 9072, 480, 2505, 2919, 6868, 8653, 7838, 1423]
Query 226: [-107.843, 44.9821, -87.3739, 45.2297]	Intersections (57) : 	[1437, 7996, 9418, 6666, 5553, 5412, 7331, 238, 4993, 4074, 3012, 6745, 7654, 8257, 7791, 2466, 1515, 8049, 4807, 6537, 9269, 6576, 2092, 2810, 4982, 1564, 1383, 1696, 1510, 7428, 6275, 5967, 9476, 2229, 3574, 8287, 5306, 7072, 2978, 3735, 8522, 4330, 8908, 9527, 5884, 346, 6852, 8268, 1148, 2766, 5689, 8420, 4212, 669, 4514, 5441, 9530]
Query 227: [-115.273, 44.6613, -100.22, 44.9981]	Intersections (13) : 	[612, 9116, 8638, 1387, 7956, 6188, 8654, 2651, 8908, 69, 8128, 1954, 8393]
Query 228: [-88.2567, 34.9358, -82.9151, 35.8849]	Intersections (132) : 	[7443, 1636, 7396, 7187, 6700, 2450, 547, 9941, 1862, 6750, 2019, 1092, 6306, 1518, 396, 7222, 2001, 4384, 5124, 2575, 860, 6345, 4400, 1832, 9066, 8922, 8072, 9137, 1489, 8754, 8391, 2147, 7223, 6160, 4013, 1326, 3514, 2412, 9306, 1922, 2861, 5489, 1547, 9040, 8338, 722, 3404, 8629, 9260, 9563, 7586, 4483, 3771, 9696, 1474, 5215, 5552, 1765, 8927, 4564, 2175, 7556, 6612, 5132, 7711, 9094, 2780, 1669, 8260, 8861, 2470, 3373, 8509, 3578, 2498, 1900, 6477, 9443, 9405, 1028, 1286, 1212, 134, 5289, 2137, 2955, 9111, 7734, 4594, 7620, 9850, 2386, 724, 3814, 642, 7190, 9415, 1744, 1217, 1235, 6719, 6201, 7290, 6864, 367, 8942, 5539, 6634, 810, 2431, 8070, 4389, 6159, 8428, 9624, 6705, 5649, 2178, 4040, 6354, 7702, 762, 7445, 3469, 9826, 8171, 2231, 2062, 2396, 7838, 178, 7386]
Query 229: [-93.3674, 36.0267, -89.3462, 37.2875]	Intersections (118) : 	[4234, 2233, 9416, 6565, 6557, 5234, 9942, 6578, 3142, 4569, 6870, 6299, 6660, 5804, 4631, 3330, 1341, 9459, 4623, 1174, 2447, 2224, 4797, 9982, 1664, 7274, 670, 2813, 9781, 8387, 4333, 4034, 8282, 2543, 2546, 1714, 3405, 9536, 1485, 6259, 6513, 1951, 8077, 819, 1593, 6056, 6761, 8192, 208, 2878, 7420, 1229, 57, 6405, 194, 1785, 578, 9644, 2772, 7636, 5895, 5253, 2037, 4224, 5732, 1434, 8658, 3156, 8060, 177, 2211, 3281, 1621, 9209, 9059, 3463, 7374, 8591, 4196, 3841, 5830, 6948, 4893, 4657, 3111, 4160, 1337, 631, 1709, 1755, 7257, 5995, 6069, 303, 4407, 2360, 8000, 171, 7498, 4989, 5634, 8500, 3849, 6127, 9012, 7676, 8833, 4272, 6640, 1783, 8785, 438, 7723, 2326, 8738, 4855, 2505, 2716]
Query 230: [-116.806, 33.5207, -112.468, 34.6896]	Intersections (13) : 	[4248, 6474, 6807, 4173, 4586, 6810, 2866, 9542, 1381, 9869, 7013, 8133, 6193]
Query 231: [-91.2637, 37.014, -86.4614, 38.0697]	Intersections (121) : 	[7762, 6770, 996, 7798, 7414, 8051, 715, 6703, 6452, 824, 1854, 7573, 2599, 1836, 4511, 8806, 3937, 1533, 2447, 6363, 852, 825, 1664, 6264, 8812, 8387, 9904, 429, 9930, 8432, 2984, 9536, 7347, 8131, 6259, 8077, 2259, 2553, 1373, 8096, 9114, 8679, 7714, 6161, 295, 8409, 7636, 5700, 915, 3213, 1434, 911, 8658, 4026, 7517, 4956, 7730, 9209, 5694, 5590, 5107, 2285, 6218, 7628, 2936, 2931, 4018, 4930, 1711, 6134, 6673, 305, 468, 6342, 6724, 2512, 1734, 2024, 1337, 631, 2841, 2276, 1369, 3851, 4119, 3665, 254, 3059, 3428, 6377, 1492, 268, 7498, 6368, 2274, 7875, 9192, 933, 7345, 6640, 5894, 6329, 5009, 5953, 9441, 5013, 9518, 6906, 1017, 9880, 4383, 3210, 8917, 967, 605, 4321, 1177, 6265, 2292, 2716, 3415]
Query 232: [-87.6297, 43.2589, -81.7249, 44.1176]	Intersections (75) : 	[700, 8158, 9732, 2472, 3846, 2679, 1298, 5702, 9868, 3248, 5697, 476, 7796, 884, 8325, 8299, 6184, 8673, 3007, 2170, 4284, 2067, 211, 4856, 4402, 490, 1594, 7973, 4545, 7685, 9486, 2338, 9227, 7742, 2661, 3217, 7369, 2835, 4955, 7695, 9801, 627, 9529, 3612, 3610, 7024, 3925, 5622, 7485, 2413, 1279, 497, 6599, 9830, 1970, 2896, 7060, 7460, 3127, 9376, 4482, 816, 7047, 8745, 9990, 324, 387, 3103, 6983, 9791, 7262, 264, 5448, 6926, 4260]
Query 233: [-113.186, 36.9851, -105.803, 37.6718]	Intersections (17) : 	[1889, 3057, 179, 4036, 9729, 770, 4491, 3870, 5100, 2623, 3401, 7880, 4891, 158, 2871, 5735, 7741]
Query 234: [-101.139, 38.9934, -95.1288, 39.837]	Intersections (63) : 	[9803, 7962, 5584, 3666, 2262, 6282, 7877, 1487, 736, 2324, 7412, 6679, 8484, 7885, 2873, 3346, 6141, 718, 9046, 3733, 7552, 279, 138, 5459, 5057, 4184, 9823, 7389, 2322, 2958, 9229, 5913, 7363, 5676, 2103, 4197, 1398, 9084, 8139, 1209, 7035, 7652, 4506, 5478, 760, 3812, 1997, 4298, 3675, 684, 8787, 8755, 9699, 948, 8112, 7936, 9134, 2076, 2496, 9787, 9741, 4832, 8693]
Query 235: [-89.0711, 36.3212, -83.5695, 37.2428]	Intersections (170) : 	[6734, 1812, 7762, 7312, 7088, 445, 8332, 8773, 1344, 7012, 9205, 6770, 996, 7798, 3483, 4306, 2477, 4312, 8051, 1220, 715, 3542, 6703, 8536, 6452, 824, 6960, 6262, 2027, 830, 8243, 598, 8050, 3892, 3921, 2417, 6615, 6538, 9016, 4338, 1836, 3192, 8274, 5801, 8806, 9484, 3280, 430, 4445, 602, 3098, 1388, 7289, 5806, 1469, 6363, 4819, 1029, 7851, 9539, 3767, 4463, 2673, 3532, 3078, 4813, 1773, 8560, 6096, 2251, 9212, 9380, 7835, 4840, 2803, 8823, 7347, 4574, 4673, 8169, 8923, 3256, 6822, 374, 2553, 478, 2073, 5892, 6592, 5387, 9032, 3261, 8679, 6911, 6161, 295, 518, 1290, 3521, 2442, 2404, 3213, 3906, 1340, 8565, 5982, 5616, 9215, 4956, 5126, 870, 4808, 2645, 5107, 2285, 6218, 7054, 2936, 7077, 7232, 6602, 6673, 6573, 305, 2080, 2653, 2512, 176, 2024, 6532, 7280, 648, 2276, 3851, 4640, 4238, 3059, 1274, 9684, 4876, 783, 4024, 167, 6695, 268, 4263, 5731, 2274, 9192, 4662, 5105, 933, 8581, 6718, 5009, 2626, 6856, 4618, 6649, 4503, 1896, 9245, 286, 9891, 4582, 9072, 4321, 1177, 9858, 1423]
Query 236: [-91.9415, 42.4839, -84.3653, 43.1531]	Intersections (119) : 	[7827, 365, 7139, 3418, 2448, 3118, 9235, 7114, 501, 6022, 6829, 2476, 5326, 9360, 9077, 1260, 6922, 561, 3586, 1157, 1071, 4271, 6713, 1855, 3545, 105, 3230, 5103, 6586, 5249, 6725, 1457, 6716, 7321, 8026, 7044, 993, 3539, 4175, 313, 5331, 3965, 6315, 6889, 2148, 9895, 5336, 2420, 5431, 4665, 3777, 7576, 2336, 611, 3403, 4504, 500, 3272, 5996, 1930, 2617, 7128, 9735, 5216, 9482, 7784, 2953, 7926, 1719, 7995, 9363, 3090, 5915, 9374, 9372, 9748, 2997, 750, 3296, 1102, 8479, 3258, 8108, 3850, 4935, 7709, 8802, 6684, 4444, 615, 5296, 58, 1191, 6109, 5163, 8032, 1899, 4950, 2996, 9833, 5635, 2995, 1442, 6364, 4375, 7861, 8886, 3720, 9745, 8891, 4204, 6494, 6313, 5821, 183, 3489, 5123, 4794, 5631]
Query 237: [-93.5111, 43.3124, -86.6742, 44.0539]	Intersections (139) : 	[8493, 8505, 828, 3917, 8772, 2182, 2570, 3639, 4072, 1356, 850, 3955, 8215, 1990, 1, 3058, 51, 5312, 1821, 8092, 5628, 6555, 5929, 7927, 9588, 9161, 9113, 7783, 8859, 59, 44, 9225, 2719, 7481, 7705, 6791, 3372, 9496, 4439, 5654, 6191, 256, 7205, 5745, 4556, 6373, 8248, 6854, 9011, 6415, 3643, 8331, 2469, 4616, 8416, 4561, 1996, 7482, 4528, 7987, 8464, 3753, 5568, 7057, 3113, 2838, 2594, 5428, 1780, 8907, 3061, 7164, 4285, 2987, 184, 8585, 9164, 7379, 3177, 9266, 2796, 8965, 3919, 9704, 7557, 9708, 1680, 6244, 6045, 1374, 2376, 95, 8808, 4534, 3062, 7812, 9519, 5927, 3291, 7208, 169, 1273, 8230, 7270, 7018, 8993, 9997, 4255, 4633, 8382, 5140, 5641, 5192, 3143, 8249, 3400, 3146, 3579, 3132, 745, 4886, 7277, 2339, 7814, 9922, 2973, 1548, 8894, 6853, 9020, 9069, 6972, 550, 2302, 4791, 1713, 2402, 1645, 8824]
Query 238: [-110.517, 41.463, -104.385, 42.2898]	Intersections (6) : 	[7170, 8935, 3228, 293, 809, 8962]
Query 239: [-109.02, 37.5829, -101.122, 38.2249]	Intersections (16) : 	[7968, 5593, 624, 7811, 4510, 487, 6150, 6820, 8254, 3524, 5100, 3456, 9774, 9226, 9279, 4043]
Query 240: [-101.282, 37.4078, -97.355, 38.6987]	Intersections (57) : 	[4373, 9234, 5585, 2665, 5026, 1005, 3384, 2374, 9034, 3155, 8621, 938, 1726, 1070, 1091, 595, 3462, 6986, 5512, 1488, 3616, 4948, 2507, 4183, 3388, 9916, 2230, 5198, 2045, 284, 2186, 4139, 8512, 558, 6857, 4946, 2268, 132, 1871, 8888, 1507, 1545, 777, 1811, 4454, 9475, 6860, 6472, 5557, 4179, 6486, 2325, 35, 6108, 4658, 1876, 991]
Query 241: [-89.413, 34.5144, -85.3948, 35.7762]	Intersections (132) : 	[7443, 2450, 6167, 547, 2019, 1092, 4459, 6306, 4295, 1518, 396, 4890, 6554, 5766, 2001, 2575, 860, 6345, 606, 4400, 9066, 8922, 8668, 9137, 1489, 8754, 8431, 8391, 2147, 6160, 4013, 1326, 3514, 2412, 9306, 9196, 2861, 5489, 9040, 1863, 8338, 4573, 722, 3404, 8629, 9260, 7150, 9563, 7586, 1348, 6064, 9544, 4483, 3725, 3771, 1328, 1765, 8927, 2175, 6612, 2214, 664, 1580, 2831, 7711, 2780, 8260, 8861, 2161, 2470, 3373, 5154, 4052, 3578, 2498, 1900, 6477, 8729, 1028, 3351, 432, 8043, 1286, 1212, 5289, 3742, 3743, 9783, 2609, 2137, 4594, 9361, 1663, 7620, 8461, 2386, 1242, 6515, 1001, 724, 3814, 3328, 6296, 3266, 7190, 9415, 1744, 8264, 1235, 4924, 5559, 789, 367, 6968, 4058, 1095, 810, 4135, 8070, 9197, 4389, 4275, 4863, 7445, 3469, 6697, 8588, 8171, 2231, 755, 2897, 178]
Query 242: [-105.023, 33.1974, -100.013, 34.2094]	Intersections (18) : 	[3713, 1162, 1976, 5091, 4071, 6460, 7027, 9237, 337, 4487, 6418, 1261, 1213, 7689, 6381, 304, 8631, 9863]
Query 243: [-114.467, 34.6268, -109.997, 35.7609]	Intersections (5) : 	[8041, 9271, 8937, 8389, 7278]
Query 244: [-95.4088, 40.5013, -89.5118, 41.3611]	Intersections (121) : 	[8690, 6245, 6672, 6875, 776, 7735, 9297, 5318, 2126, 2462, 2898, 5274, 7727, 9622, 7857, 1851, 8875, 3774, 5044, 5946, 7036, 149, 3412, 6923, 5934, 865, 3416, 7669, 4860, 7532, 6692, 3615, 3071, 4609, 9646, 4322, 5417, 55, 9876, 9549, 5548, 3419, 9845, 7244, 9776, 1266, 1681, 6938, 1535, 896, 1109, 2647, 2352, 316, 5438, 4535, 8400, 8520, 6755, 5797, 7210, 2260, 6511, 4478, 1372, 3908, 8758, 4086, 8262, 8456, 4591, 5518, 8481, 4735, 5780, 8224, 4796, 1420, 7364, 3628, 6747, 5514, 5243, 9252, 4944, 9589, 8941, 2179, 9674, 4596, 9872, 8988, 9419, 3010, 6962, 3641, 4114, 8529, 510, 633, 2588, 6401, 6352, 5744, 1407, 8632, 9231, 737, 8889, 6242, 6712, 7824, 3831, 7603, 7688, 3076, 4883, 6701, 9480, 5952, 3108]
Query 245: [-111.761, 38.3006, -107.748, 39.5639]	Intersections (28) : 	[9090, 958, 4412, 5645, 552, 4007, 7921, 6453, 2261, 1178, 829, 9310, 4957, 7594, 7070, 2822, 4997, 2064, 1739, 8486, 9978, 6993, 4233, 3235, 5831, 8666, 6456, 2495]
